date,region,product,sales_rep,units_sold,unit_price,revenue,profit_margin,customer_satisfaction
2021-02-16,Latin America,Smart TVs,Frank Miller,14,606.0,8484.03,0.176,3.8
2020-05-18,Europe,Smart Watches,Frank Miller,26,242.31,6299.95,0.322,3.7
2024-01-04,Latin America,Tablets,Eva Brown,28,321.24,8994.84,0.282,3.8
2024-01-06,Middle East & Africa,Laptops,Eva Brown,15,736.74,11051.17,0.322,3.5
2023-11-25,Asia Pacific,Gaming Consoles,Henry Taylor,30,474.28,14228.26,0.266,4.3
2021-09-09,Asia Pacific,Smartphones,David Wilson,23,692.45,15926.46,0.2,4.1
2023-09-13,Middle East & Africa,Smart Watches,Carol Davis,18,288.87,5199.72,0.243,4.3
2020-07-08,North America,Laptops,Carol Davis,26,921.37,23955.55,0.306,3.8
2021-10-14,Middle East & Africa,Cameras,David Wilson,15,481.8,7226.96,0.29,4.5
2022-03-02,Middle East & Africa,Smartphones,Grace Lee,24,668.88,16053.06,0.217,4.8
2024-03-28,Middle East & Africa,Smart TVs,Henry Taylor,20,755.3,15105.99,0.245,4.8
2020-09-28,Asia Pacific,Headphones,Grace Lee,18,128.23,2308.07,0.258,3.7
2022-04-27,Latin America,Cameras,Carol Davis,18,575.13,10352.35,0.172,4.7
2021-05-04,Europe,Smart TVs,Eva Brown,15,673.44,10101.53,0.325,4.3
2022-01-31,Europe,Laptops,Carol Davis,15,883.61,13254.1,0.341,4.1
2021-11-21,Asia Pacific,Cameras,Grace Lee,33,456.81,15074.63,0.175,4.9
2023-09-13,Europe,Headphones,Bob Smith,21,141.15,2964.17,0.284,4.1
2024-04-04,North America,Tablets,Bob Smith,22,303.94,6686.66,0.275,5.0
2024-07-05,North America,Smart TVs,Carol Davis,18,731.78,13172.0,0.169,4.0
2023-07-19,North America,Smart Watches,Henry Taylor,30,252.03,7561.04,0.336,4.9
2023-06-22,Europe,Smart TVs,Eva Brown,18,711.6,12808.83,0.154,3.6
2023-02-16,Europe,Cameras,Frank Miller,19,531.18,10092.49,0.335,3.9
2023-02-20,Middle East & Africa,Cameras,Grace Lee,21,498.34,10465.09,0.325,4.0
2020-11-21,Middle East & Africa,Smart TVs,Bob Smith,34,719.78,24472.53,0.327,3.5
2022-08-05,Middle East & Africa,Tablets,Grace Lee,20,325.48,6509.67,0.247,3.8
2021-09-04,North America,Smartphones,Grace Lee,20,657.25,13145.09,0.203,3.5
2020-11-10,Latin America,Headphones,Eva Brown,39,146.68,5720.38,0.305,4.6
2023-03-07,North America,Cameras,Carol Davis,28,472.67,13234.67,0.276,4.5
2023-04-09,Latin America,Smart Watches,Carol Davis,27,218.92,5910.86,0.273,4.7
2022-07-12,Europe,Smart TVs,Eva Brown,16,749.22,11987.52,0.17,3.7
2022-05-04,Europe,Headphones,Henry Taylor,18,137.62,2477.07,0.301,3.8
2023-09-09,Latin America,Laptops,David Wilson,25,794.31,19857.73,0.247,4.8
2021-08-07,Middle East & Africa,Laptops,Alice Johnson,19,726.04,13794.81,0.232,4.6
2023-12-08,Asia Pacific,Gaming Consoles,Bob Smith,34,461.87,15703.48,0.283,4.5
2020-09-19,Middle East & Africa,Smartphones,Alice Johnson,24,717.3,17215.26,0.269,4.1
2024-11-05,North America,Tablets,Henry Taylor,34,296.2,10070.76,0.322,4.3
2021-08-12,North America,Headphones,Grace Lee,16,139.08,2225.35,0.18,3.9
2024-10-28,Latin America,Smart TVs,Bob Smith,23,773.73,17795.9,0.154,4.3
2023-07-29,North America,Headphones,Carol Davis,31,169.34,5249.65,0.233,3.5
2023-11-20,North America,Smart TVs,Alice Johnson,24,690.66,16575.78,0.234,4.8
2020-08-07,Latin America,Tablets,David Wilson,28,296.15,8292.12,0.169,4.7
2023-09-24,Latin America,Smartphones,Bob Smith,15,581.55,8723.21,0.177,3.7
2021-09-03,North America,Tablets,Grace Lee,23,294.3,6768.99,0.251,3.5
2024-03-03,Latin America,Smartphones,Grace Lee,18,539.08,9703.53,0.284,4.0
2020-07-03,Middle East & Africa,Headphones,Henry Taylor,25,123.94,3098.52,0.2,4.4
2022-10-02,Europe,Cameras,Frank Miller,14,425.41,5955.75,0.251,4.3
2020-11-17,Middle East & Africa,Tablets,Frank Miller,40,322.51,12900.4,0.221,3.9
2023-08-27,North America,Smart TVs,Grace Lee,28,736.14,20611.83,0.234,4.1
2021-08-28,North America,Headphones,Grace Lee,22,172.34,3791.58,0.217,3.7
2022-10-18,Latin America,Cameras,Bob Smith,20,575.51,11510.18,0.171,4.1
2022-08-22,Asia Pacific,Smart Watches,Alice Johnson,19,299.98,5699.63,0.249,3.8
2020-03-04,Europe,Headphones,Bob Smith,22,141.66,3116.48,0.179,4.0
2023-01-14,Middle East & Africa,Cameras,Grace Lee,20,568.34,11366.82,0.184,4.0
2020-05-31,North America,Laptops,Alice Johnson,20,703.39,14067.71,0.259,5.0
2024-06-25,Asia Pacific,Smartphones,David Wilson,28,516.88,14472.7,0.323,3.8
2020-12-21,Latin America,Cameras,Carol Davis,34,451.33,15345.06,0.284,4.9
2023-12-27,North America,Tablets,Carol Davis,16,325.28,5204.52,0.316,4.5
2021-11-03,North America,Cameras,Grace Lee,27,584.93,15793.1,0.171,4.3
2021-12-05,Europe,Cameras,David Wilson,30,529.09,15872.65,0.34,3.6
2020-07-14,Europe,Gaming Consoles,Alice Johnson,28,395.49,11073.86,0.324,4.1
2022-02-08,Asia Pacific,Tablets,Alice Johnson,23,296.22,6813.09,0.283,4.6
2021-07-20,Latin America,Tablets,David Wilson,24,256.8,6163.31,0.284,3.9
2022-02-07,Europe,Laptops,Frank Miller,15,716.72,10750.77,0.17,4.5
2020-06-21,North America,Smartphones,Alice Johnson,33,627.46,20706.22,0.156,4.9
2024-12-10,Latin America,Smartphones,Henry Taylor,40,691.9,27676.09,0.264,4.8
2024-01-31,Latin America,Cameras,Bob Smith,21,489.44,10278.33,0.264,4.4
2022-07-07,Asia Pacific,Cameras,Frank Miller,26,427.38,11111.77,0.337,4.9
2023-03-02,Asia Pacific,Gaming Consoles,Grace Lee,19,449.94,8548.79,0.195,4.3
2020-11-15,Latin America,Gaming Consoles,David Wilson,31,331.12,10264.65,0.247,4.2
2022-09-20,Middle East & Africa,Headphones,Frank Miller,11,154.14,1695.57,0.157,4.3
2024-02-26,North America,Headphones,Bob Smith,30,162.71,4881.22,0.298,4.2
2021-02-01,Europe,Smart TVs,Carol Davis,24,567.7,13624.7,0.205,3.9
2022-02-08,Europe,Smart Watches,David Wilson,12,222.68,2672.11,0.157,3.6
2023-07-29,Middle East & Africa,Cameras,Alice Johnson,19,536.11,10186.11,0.199,4.4
2024-10-22,Middle East & Africa,Cameras,Eva Brown,19,489.87,9307.59,0.249,3.9
2021-02-06,Middle East & Africa,Tablets,David Wilson,26,281.98,7331.5,0.35,4.2
2021-07-04,Europe,Gaming Consoles,Bob Smith,21,403.79,8479.63,0.166,3.7
2023-12-23,Latin America,Tablets,Grace Lee,30,320.82,9624.66,0.235,4.3
2021-09-06,North America,Gaming Consoles,Carol Davis,37,365.43,13520.79,0.199,3.9
2024-06-12,Asia Pacific,Cameras,Henry Taylor,32,508.59,16274.88,0.277,4.3
2020-12-24,Asia Pacific,Gaming Consoles,Eva Brown,30,447.29,13418.7,0.303,3.7
2024-05-30,Middle East & Africa,Tablets,Henry Taylor,17,273.97,4657.48,0.311,3.8
2020-01-31,Latin America,Smartphones,Bob Smith,25,577.41,14435.28,0.344,4.2
2020-05-19,Latin America,Headphones,Henry Taylor,27,152.72,4123.39,0.235,4.3
2022-12-12,Latin America,Tablets,Henry Taylor,19,285.1,5416.81,0.266,4.2
2020-03-09,Middle East & Africa,Smart Watches,Carol Davis,21,295.46,6204.7,0.181,3.8
2024-03-03,North America,Smartphones,Henry Taylor,24,487.97,11711.16,0.253,3.8
2024-10-26,Middle East & Africa,Smart Watches,Frank Miller,28,218.08,6106.17,0.31,4.5
2021-07-12,Middle East & Africa,Cameras,David Wilson,25,527.33,13183.21,0.21,3.8
2022-05-03,Asia Pacific,Headphones,Frank Miller,12,156.5,1877.99,0.222,4.6
2021-10-25,North America,Headphones,Bob Smith,22,177.83,3912.17,0.337,4.8
2023-02-04,Asia Pacific,Tablets,Alice Johnson,20,323.54,6470.75,0.328,4.6
2024-01-03,North America,Smart Watches,Frank Miller,18,284.68,5124.16,0.198,4.5
2023-04-18,Middle East & Africa,Smart Watches,Grace Lee,20,238.19,4763.72,0.281,3.6
2020-08-27,Europe,Smartphones,Henry Taylor,18,610.21,10983.83,0.188,4.3
2024-01-28,Latin America,Laptops,David Wilson,24,890.48,21371.41,0.299,3.6
2020-08-10,Asia Pacific,Smartphones,Alice Johnson,21,520.47,10929.89,0.345,4.2
2022-09-20,North America,Laptops,Eva Brown,21,808.06,16969.18,0.317,3.5
2021-04-17,Middle East & Africa,Headphones,Grace Lee,23,136.36,3136.28,0.151,4.6
2024-11-18,Europe,Tablets,Carol Davis,33,298.64,9855.03,0.279,4.9
2020-12-17,North America,Headphones,Grace Lee,33,151.99,5015.62,0.246,4.5
2022-02-05,North America,Smart TVs,Carol Davis,19,672.46,12776.75,0.187,4.4
2023-08-20,Middle East & Africa,Gaming Consoles,Henry Taylor,22,435.25,9575.54,0.316,3.8
2020-08-20,North America,Headphones,Henry Taylor,29,133.89,3882.7,0.2,4.2
2021-04-29,Middle East & Africa,Laptops,Alice Johnson,25,898.75,22468.69,0.334,4.1
2024-01-09,Europe,Smart TVs,Alice Johnson,20,734.39,14687.84,0.181,4.8
2020-11-25,Latin America,Laptops,Bob Smith,34,741.69,25217.51,0.212,4.6
2020-07-20,Middle East & Africa,Gaming Consoles,Frank Miller,21,384.07,8065.5,0.176,4.0
2020-08-17,Asia Pacific,Laptops,Bob Smith,19,838.13,15924.43,0.183,3.6
2023-03-01,Latin America,Smartphones,Henry Taylor,19,691.27,13134.16,0.163,4.8
2024-05-26,North America,Smart TVs,Henry Taylor,27,754.83,20380.42,0.266,4.5
2024-02-25,North America,Smartphones,Frank Miller,21,694.64,14587.45,0.196,3.8
2022-01-04,Europe,Smart Watches,David Wilson,23,237.7,5467.18,0.332,4.7
2024-03-28,Europe,Gaming Consoles,Grace Lee,22,453.83,9984.29,0.161,4.7
2024-04-22,Latin America,Gaming Consoles,Bob Smith,20,437.75,8755.03,0.259,4.9
2023-12-19,Latin America,Smartphones,Henry Taylor,24,653.44,15682.46,0.294,4.7
2023-03-06,Latin America,Smart TVs,Bob Smith,18,699.6,12592.87,0.188,4.3
2022-09-30,Middle East & Africa,Smart TVs,Grace Lee,19,576.26,10948.9,0.321,4.9
2020-02-26,Asia Pacific,Tablets,Frank Miller,26,317.73,8260.86,0.196,4.3
2023-07-14,North America,Cameras,Henry Taylor,15,527.93,7918.93,0.157,4.5
2021-10-29,Europe,Laptops,Grace Lee,19,642.08,12199.46,0.348,4.0
2022-04-29,Asia Pacific,Laptops,David Wilson,16,725.96,11615.39,0.347,4.8
2024-09-30,Latin America,Smart TVs,Alice Johnson,19,618.26,11746.99,0.18,4.3
2023-07-10,Europe,Cameras,Henry Taylor,20,548.86,10977.12,0.299,4.5
2024-12-05,Europe,Smart TVs,Henry Taylor,22,774.67,17042.7,0.338,4.1
2022-08-13,Latin America,Tablets,Eva Brown,17,335.78,5708.33,0.191,4.0
2021-04-26,Middle East & Africa,Gaming Consoles,Frank Miller,28,339.39,9502.99,0.187,4.9
2024-01-25,Middle East & Africa,Cameras,Henry Taylor,19,591.94,11246.82,0.17,4.2
2022-07-12,Latin America,Tablets,Bob Smith,34,264.77,9002.06,0.26,3.7
2023-12-14,North America,Smart Watches,Bob Smith,28,203.18,5689.16,0.281,4.4
2022-01-30,Middle East & Africa,Laptops,Bob Smith,19,734.84,13961.92,0.264,4.5
2023-06-27,Asia Pacific,Smartphones,Carol Davis,25,543.5,13587.55,0.192,4.7
2024-06-18,Middle East & Africa,Laptops,Carol Davis,25,875.42,21885.58,0.204,4.0
2024-05-24,Europe,Laptops,David Wilson,21,959.98,20159.49,0.237,4.1
2022-08-03,Asia Pacific,Smart Watches,Carol Davis,19,260.87,4956.59,0.325,4.8
2022-12-15,Middle East & Africa,Headphones,David Wilson,33,121.56,4011.59,0.263,3.6
2022-03-20,North America,Gaming Consoles,Grace Lee,19,463.57,8807.91,0.208,3.9
2024-05-01,Asia Pacific,Gaming Consoles,Alice Johnson,25,342.93,8573.18,0.155,3.9
2020-09-20,Asia Pacific,Smartphones,Frank Miller,16,715.96,11455.34,0.199,4.1
2023-04-11,North America,Tablets,Frank Miller,20,323.39,6467.73,0.314,4.3
2024-05-20,North America,Smartphones,Grace Lee,11,644.41,7088.48,0.19,4.7
2020-01-09,Middle East & Africa,Smart TVs,Grace Lee,17,816.15,13874.52,0.214,4.7
2024-06-06,Asia Pacific,Gaming Consoles,Carol Davis,16,464.6,7433.54,0.185,4.5
2023-01-04,Europe,Tablets,Henry Taylor,20,324.9,6498.09,0.274,4.2
